latitude,longitude,freeboard,segment_length,Thickness (m)
-71.57076603,-40.03832987,0.3,14.745358,1.15
-71.57081607,-40.03834983,0.27,12.640589,1.04
-71.57086917,-40.03837103,0.28,11.942639,1.08
-71.57091548,-40.03838956,0.28,11.943281,1.08
-71.57097595,-40.03841377,0.28,14.759057,1.08
-71.57105276,-40.03844461,0.41,15.477009,1.55
-71.57109974,-40.03846351,0.47,12.663151,1.77
-71.57116143,-40.03848828,0.46,14.062606,1.73
-71.57122838,-40.03851518,0.42,14.081434,1.59
-71.57128555,-40.03853845,0.37,13.40713,1.41
-71.57134708,-40.03856378,0.36,14.120392,1.37
-71.57140716,-40.03858857,0.42,13.427313,1.59
-71.57146072,-40.03861069,0.41,13.42783,1.55
-71.57152618,-40.03863774,0.34,14.144836,1.3
-71.571582,-40.03866085,0.31,13.445181,1.19
-71.57163786,-40.03868402,0.27,14.156771,1.04
-71.5717093,-40.03871364,0.19,14.872771,0.75
-71.57176508,-40.03873678,0.14,13.462301,0.57
-71.57182512,-40.0387617,0.13,14.176133,0.54
-71.57188496,-40.03878653,0.11,14.894864,0.46
-71.57195598,-40.038816,0.11,14.895182,0.46
-71.57201508,-40.03884051,0.12,14.904059,0.5
-71.57208155,-40.03886806,0.12,15.618073,0.5
-71.57214946,-40.03889618,0.13,14.198799,0.54
-71.57220189,-40.03891786,0.13,12.782705,0.54
-71.57225838,-40.03894119,0.12,12.785365,0.5
-71.5723203,-40.03896672,0.12,14.20431,0.5
-71.5723924,-40.03899646,0.12,15.6181345,0.5
-71.57246315,-40.03902576,0.12,15.622442,0.5
-71.57252569,-40.0390514,0.1,14.9306,0.43
-71.57259262,-40.03907839,0.08,14.215726,0.36
-71.57264596,-40.03909987,0.07,12.084594,0.32
-71.57268511,-40.03911562,0.07,10.658921,0.32
-71.57272942,-40.03913345,0.09,10.65651,0.39
-71.57277248,-40.03915075,0.08,9.949374,0.36
-71.57281235,-40.03916679,0.08,9.230673,0.36
-71.57285037,-40.03918208,0.06,9.228822,0.28
-71.57288582,-40.03919633,0.03,8.517975,0.18
-71.57291849,-40.03920947,0.03,7.805721,0.18
-71.57295169,-40.03922282,0.02,8.515003,0.14
-71.57299321,-40.03923953,0.02,9.21862,0.14
-71.57303579,-40.03925669,0.06,10.633635,0.28
-71.57309143,-40.03927913,0.11,14.173573,0.46
-71.57317154,-40.03931149,0.13,15.575032,0.54
-71.5732335,-40.03933655,0.12,14.15299,0.5
-71.57328962,-40.0393593,0.1,12.72822,0.43
-71.57333694,-40.03937852,0.08,10.604161,0.36
-71.57337371,-40.03939348,0.06,9.184568,0.28
-71.57340946,-40.03940805,0.03,8.473659,0.18
-71.57343873,-40.03941999,0.02,7.0588303,0.14
-71.57346708,-40.03943158,0,6.3586936,0.07
-71.57349178,-40.03944168,0,6.351123,0.07
-71.57351532,-40.03945132,0.01,6.3492446,0.1
-71.57354138,-40.03946201,0,6.3484755,0.07
-71.57356645,-40.0394723,0,6.3441725,0.07
-71.5735915,-40.0394826,0,6.344592,0.07
-71.57361618,-40.03949276,0,6.3426657,0.07
-71.57364114,-40.03950305,0,6.3424726,0.07
-71.57366645,-40.03951349,0.05,6.3392515,0.25
-71.57369097,-40.03952355,0.01,6.378502,0.1
-71.57371618,-40.0395337,0.01,6.365892,0.1
-71.5737424,-40.03954434,0.02,6.3544602,0.14
-71.57376663,-40.0395545,0.01,6.3105927,0.1
-71.57379427,-40.03956619,0.03,7.7128034,0.18
-71.57383028,-40.03958144,0,7.710385,0.07
-71.57385746,-40.03959297,0.01,7.0119796,0.1
-71.57388545,-40.03960486,0.06,6.3108273,0.28
-71.57391235,-40.03961631,0.13,7.009151,0.54
-71.57394373,-40.03962966,0.19,7.0142164,0.75
-71.57397482,-40.03964291,0.17,7.0076275,0.68
-71.57401119,-40.0396584,0.13,8.406236,0.54
-71.57405418,-40.0396767,0.18,9.805134,0.72
-71.57409899,-40.0396958,0.18,10.51203,0.72
-71.57414958,-40.03971736,0.21,11.910471,0.83
-71.57420577,-40.03974133,0.25,12.614578,0.97
-71.57426614,-40.03976708,0.28,13.3173065,1.08
-71.57432252,-40.03979111,0.29,14.026932,1.12
-71.57439283,-40.03982102,0.26,14.733763,1.01
-71.5744466,-40.03984386,0.25,13.334356,0.97
-71.57449944,-40.03986626,0.22,13.346171,0.86
-71.57455549,-40.03988999,0.2,12.6548605,0.79
-71.5746095,-40.03991279,0.16,12.657915,0.65
-71.57466798,-40.03993743,0.14,13.375921,0.57
-71.57472514,-40.03996145,0.14,13.3841305,0.57
-71.5747869,-40.03998731,0.13,14.102447,0.54
-71.57484546,-40.04001175,0.13,13.41036,0.54
-71.57490034,-40.04003458,0.12,13.420556,0.5
-71.57495411,-40.04005719,0.13,12.691522,0.54
-71.57501423,-40.04008215,0.14,13.444368,0.57
-71.57507311,-40.040106,0.16,13.520972,0.65
-71.57512783,-40.04012802,0.2,13.532864,0.79
-71.57517773,-40.04014806,0.21,12.1113205,0.83
-71.57523944,-40.04017278,0.2,14.261371,0.79
-71.57530841,-40.04020035,0.18,14.976712,0.72
-71.57536317,-40.04022222,0.19,13.557045,0.75
-71.57541784,-40.04024404,0.21,12.8457,0.83
-71.57548258,-40.04026987,0.19,14.984965,0.75
-71.57555348,-40.04029815,0.17,15.694468,0.68
-71.57561157,-40.04032134,0.17,13.552539,0.68
-71.57566545,-40.04034288,0.17,13.54962,0.68
-71.57572996,-40.04036872,0.17,14.264931,0.68
-71.5757838,-40.04039033,0.17,12.822862,0.68
-71.57584018,-40.04041302,0.22,13.528539,0.86
-71.57590485,-40.04043912,0.28,14.940287,1.08
-71.57597628,-40.04046803,0.33,15.638202,1.26
-71.57604208,-40.04049477,0.39,14.912451,1.48
-71.5760936,-40.04051578,0.39,13.482726,1.48
-71.57615829,-40.04054226,0.32,14.176661,1.23
-71.5762176,-40.04056635,0.26,13.489387,1.01
-71.57627147,-40.04058847,0.24,12.744874,0.94
-71.57632584,-40.04061126,0.24,11.955956,0.94
-71.57637568,-40.04063237,0.23,12.651404,0.9
-71.57643466,-40.04065744,0.23,13.344999,0.9
-71.57649169,-40.04068174,0.26,13.334615,1.01
-71.57654703,-40.04070539,0.3,13.327269,1.15
-71.57660785,-40.04073144,0.33,14.024959,1.26
-71.57666972,-40.04075799,0.31,14.02122,1.19
-71.57673223,-40.04078486,0.32,14.016813,1.23
-71.57679847,-40.04081338,0.34,15.419304,1.3
-71.57687001,-40.04084419,0.34,14.716887,1.3
-71.57691869,-40.04086514,0.35,12.617755,1.33
-71.57697307,-40.04088856,0.35,12.620908,1.33
-71.57703438,-40.04091494,0.32,14.028314,1.23
-71.57710026,-40.04094324,0.3,14.73616,1.15
-71.57716539,-40.04097116,0.28,14.750555,1.08
-71.57722836,-40.04099812,0.25,14.759475,0.97
-71.5772865,-40.04102294,0.24,14.067096,0.94
-71.57734303,-40.04104702,0.28,13.382672,1.08
-71.57740216,-40.04107214,0.32,14.095354,1.23
-71.57747047,-40.04110124,0.42,14.794159,1.59
-71.57753154,-40.04112706,0.45,13.416008,1.7
-71.57758548,-40.0411495,0.43,13.477536,1.62
-71.57763807,-40.04117126,0.36,12.779203,1.37
-71.5776921,-40.04119355,0.29,12.081661,1.12
-71.57773478,-40.04121111,0.25,11.375509,0.97
-71.57779519,-40.0412359,0.29,12.806042,1.12
-71.57785658,-40.04126102,0.33,14.2469225,1.26
-71.57792189,-40.04128766,0.32,12.824798,1.23
-71.57797359,-40.04130868,0.33,13.539517,1.26
-71.57804248,-40.04133661,0.3,15.691449,1.15
-71.57810689,-40.04136268,0.24,14.270122,0.94
-71.5781685,-40.04138756,0.25,14.269215,0.97
-71.57822863,-40.04141179,0.27,13.560443,1.04
-71.57828548,-40.04143466,0.27,14.273254,1.04
-71.57835681,-40.04146332,0.24,15.698838,0.94
-71.57842594,-40.04149105,0.22,15.698877,0.86
-71.57850172,-40.04152143,0.23,15.692983,0.9
-71.57856187,-40.04154553,0.27,14.265957,1.04
-71.5786237,-40.0415703,0.29,13.546762,1.12
-71.57867415,-40.04159052,0.28,12.826061,1.08
-71.57873793,-40.04161599,0.29,14.250071,1.12
-71.57880435,-40.04164259,0.31,13.523356,1.19
-71.57884989,-40.04166092,0.32,12.078302,1.23
-71.57890606,-40.04168355,0.27,13.492093,1.04
-71.57896678,-40.04170803,0.24,14.202517,0.94
-71.57902765,-40.04173262,0.24,14.179301,0.94
-71.57909346,-40.04175921,0.25,14.175273,0.97
-71.57915238,-40.04178303,0.24,13.45169,0.94
-71.57921132,-40.04180689,0.24,14.149923,0.94
-71.57927748,-40.0418337,0.25,14.138105,0.97
-71.57933281,-40.04185615,0.23,13.421977,0.9
-71.57939967,-40.04188332,0.25,14.115363,0.97
-71.57945201,-40.0419046,0.3,12.694869,1.15
-71.5795105,-40.04192841,0.45,14.094578,1.7
-71.57958075,-40.04195705,0.58,14.081962,2.17
-71.57963663,-40.04197985,0.62,13.368653,2.31
-71.5796874,-40.04200057,0.62,12.65998,2.31
-71.57974739,-40.0420251,0.55,13.35017,2.06
-71.5798051,-40.0420487,0.44,13.347297,1.66
-71.57985366,-40.0420686,0.52,12.638638,1.95
-71.57992061,-40.04209607,0.75,14.038191,2.78
-71.57997812,-40.0421197,0.76,13.337376,2.82
-71.58003152,-40.04214164,0.72,13.326646,2.67
-71.58009867,-40.0421692,0.69,14.7019005,2.57
-71.58015893,-40.04219393,0.76,13.99981,2.82
-71.5802165,-40.04221758,0.71,13.2994175,2.64
-71.58027318,-40.0422409,0.65,13.994502,2.42
-71.58033472,-40.04226624,0.69,13.29712,2.57
-71.58038986,-40.04228896,0.73,13.295078,2.71
-71.58044367,-40.04231113,0.72,13.294179,2.67
-71.58049946,-40.04233414,0.52,13.998215,1.95
-71.58056662,-40.04236183,0.34,13.301776,1.3
-71.58062058,-40.04238412,0.29,14.001566,1.12
-71.58068857,-40.04241222,0.27,14.70995,1.04
-71.58074944,-40.0424374,0.27,14.015881,1.04
-71.58080731,-40.04246136,0.25,14.02519,0.97
-71.58087856,-40.04249088,0.22,14.731656,0.86
-71.58093325,-40.04251353,0.19,13.337683,0.75
-71.58097899,-40.04253249,0.22,11.939238,0.86
-71.58103793,-40.04255693,0.23,13.354387,0.9
-71.58108984,-40.04257846,0.22,12.658763,0.86
-71.58114967,-40.04260327,0.2,13.370514,0.79
-71.58120554,-40.04262639,0.16,13.376926,0.65
-71.58126562,-40.04265125,0.14,14.098416,0.57
-71.58132612,-40.04267638,0.15,14.118064,0.61
-71.58139072,-40.04270331,0.16,15.543249,0.65
-71.58147143,-40.04273692,0.15,16.972122,0.61
-71.58154198,-40.04276628,0.14,16.284225,0.57
-71.58161359,-40.04279605,0.14,15.58666,0.57
-71.58167593,-40.04282194,0.16,14.891121,0.65
-71.58174521,-40.04285067,0.17,16.324879,0.68
-71.58181229,-40.04287843,0.17,14.915996,0.68
-71.58186755,-40.04290126,0.16,13.503984,0.65
-71.58191943,-40.04292266,0.16,13.512793,0.65
-71.58197834,-40.04294692,0.14,13.523361,0.57
-71.58203935,-40.04297202,0.15,13.527665,0.61
-71.58209545,-40.04299505,0.16,13.5408,0.65
-71.58214987,-40.04301734,0.15,13.542729,0.61
-71.58220807,-40.04304115,0.16,13.547056,0.65
-71.58226184,-40.0430631,0.15,12.846827,0.61
-71.58232068,-40.04308709,0.19,13.5577135,0.75
-71.58238102,-40.04311164,0.21,13.561375,0.83
-71.58243278,-40.04313266,0.21,12.854546,0.83
-71.58248828,-40.0431553,0.22,12.8408,0.86
-71.58254928,-40.04318007,0.25,13.565904,0.97
-71.582606,-40.04320284,0.27,13.587524,1.04
-71.5826645,-40.04322621,0.27,12.871553,1.04
-71.58271589,-40.04324673,0.29,12.872258,1.12
-71.58277539,-40.04327047,0.29,12.868528,1.12
-71.58283603,-40.04329467,0.3,13.579582,1.15
-71.58289563,-40.04331846,0.35,15.714901,1.33
-71.58298317,-40.04335343,0.37,17.132362,1.41
-71.58304616,-40.04337859,0.36,14.980903,1.37
-71.58310741,-40.0434031,0.32,13.544842,1.23
-71.58315673,-40.04342287,0.33,13.537466,1.26
-71.58322207,-40.04344912,0.36,14.2397585,1.37
-71.58328545,-40.04347464,0.36,14.226117,1.37
-71.58334228,-40.04349756,0.37,12.793185,1.41
-71.58339582,-40.04351923,0.36,12.073814,1.37
-71.58344092,-40.04353752,0.36,11.353729,1.37
-71.58349085,-40.04355782,0.43,12.053485,1.62
-71.58355633,-40.04358453,0.48,14.874006,1.81
-71.58362091,-40.04361097,0.43,14.152855,1.62
-71.58367284,-40.0436323,0.46,12.024253,1.73
-71.58372068,-40.04365199,0.6,12.05039,2.24
-71.58377314,-40.04367354,0.78,12.721058,2.89
-71.583832,-40.04369794,0.92,13.362501,3.4
-71.58388902,-40.0437219,0.95,13.353207,3.51
-71.58394874,-40.04374707,0.91,13.338494,3.36
-71.58400275,-40.04376989,0.84,13.333025,3.11
-71.58406266,-40.04379528,0.78,14.729906,2.89
-71.58412578,-40.04382211,0.77,14.017173,2.86
-71.58418612,-40.04384782,0.86,14.007345,3.18
-71.58425636,-40.04387781,0.93,15.40389,3.44
-71.58432503,-40.04390716,0.85,15.3981495,3.15
-71.58439112,-40.04393545,0.72,14.702224,2.67
-71.58444597,-40.04395894,0.64,13.298343,2.38
-71.58449363,-40.04397936,0.6,11.897832,2.24
-71.58454563,-40.04400166,0.6,13.29751,2.24
-71.58461204,-40.04403012,0.54,14.011048,2.02
-71.58466561,-40.04405305,0.45,12.606822,1.7
-71.58472259,-40.04407744,0.34,13.308566,1.3
-71.58477651,-40.0441005,0.32,13.324816,1.23
-71.58484314,-40.04412896,0.28,14.727159,1.08
-71.58490471,-40.04415522,0.25,14.034505,0.97
-71.58496572,-40.0441812,0.22,14.7250805,0.86
-71.5850378,-40.04421184,0.17,16.159729,0.68
-71.58509816,-40.04423737,0.14,15.508804,0.57
-71.58517025,-40.04426771,0.14,15.521703,0.57
-71.58523893,-40.04429653,0.16,15.531555,0.65
-71.58530787,-40.04432537,0.18,15.545948,0.72
-71.58537645,-40.04435396,0.2,14.143045,0.79
-71.58542979,-40.04437612,0.2,13.445017,0.79
-71.58548361,-40.04439842,0.22,12.744365,0.86
-71.58553971,-40.0444216,0.21,12.750589,0.83
-71.5856004,-40.0444466,0.2,14.884172,0.79
-71.58567204,-40.04447601,0.18,14.892385,0.72
-71.58572509,-40.04449773,0.19,14.188176,0.75
-71.58579863,-40.04452773,0.2,14.912514,0.79
-71.58585836,-40.04455203,0.19,14.909361,0.75
-71.58591874,-40.04457652,0.22,15.6236315,0.86
-71.58599517,-40.04460744,0.23,15.628495,0.9
-71.58605677,-40.04463228,0.26,14.211051,1.01
-71.58611958,-40.04465756,0.28,13.509369,1.08
-71.58617843,-40.04468119,0.29,14.925826,1.12
-71.58625227,-40.04471082,0.3,16.35633,1.15
-71.58631751,-40.04473692,0.32,14.925031,1.23
-71.58636781,-40.04475698,0.32,12.780369,1.23
-71.58642773,-40.04478079,0.34,13.487726,1.3
-71.58647997,-40.04480152,0.35,12.776001,1.33
-71.58653661,-40.04482398,0.35,12.775455,1.33
-71.58659685,-40.04484787,0.33,13.483608,1.26
-71.58664835,-40.04486829,0.3,12.065344,1.15
-71.58670193,-40.04488954,0.27,12.775626,1.04
-71.58677084,-40.04491688,0.24,15.605315,0.94
-71.58684181,-40.04494507,0.26,14.89194,1.01
-71.58689564,-40.04496646,0.27,13.474165,1.04
-71.58695163,-40.04498876,0.28,13.47254,1.08
-71.58700659,-40.04501067,0.29,14.178113,1.12
-71.58708067,-40.04504026,0.3,15.590016,1.15
-71.58715394,-40.04506962,0.3,15.587628,1.15
-71.58721347,-40.04509353,0.32,13.457239,1.23
-71.58725581,-40.04511057,0.34,11.329745,1.3
-71.5873073,-40.04513134,0.37,13.451644,1.41
-71.58738124,-40.04516124,0.32,14.154561,1.23
-71.58743005,-40.04518104,0.26,12.029564,1.01
-71.58748196,-40.04520215,0.25,13.429413,0.97
-71.58754659,-40.04522849,0.26,14.137274,1.01
-71.58759776,-40.04524943,0.25,12.032236,0.97
-71.58765817,-40.04527432,0.26,14.150602,1.01
-71.58772391,-40.04530151,0.26,14.144306,1.01
-71.58778019,-40.04532485,0.25,13.435296,0.97
-71.58783791,-40.04534886,0.24,14.136707,0.94
-71.58790625,-40.04537739,0.24,14.127192,0.94
-71.587964,-40.04540157,0.26,13.416779,1.01
-71.58801609,-40.04542344,0.27,12.7072,1.04
-71.58806947,-40.04544592,0.25,12.705295,0.97
-71.58813381,-40.0454731,0.26,14.813171,1.01
-71.58820162,-40.04550181,0.3,14.805891,1.15
-71.58826916,-40.04553048,0.29,15.5034485,1.12
-71.58833523,-40.0455586,0.29,15.497723,1.12
-71.58839915,-40.04558587,0.32,14.0855255,1.23
-71.58846004,-40.04561189,0.36,14.075264,1.37
-71.58852399,-40.04563926,0.36,14.067213,1.37
-71.58858281,-40.04566448,0.32,13.368207,1.23
-71.58864353,-40.04569053,0.29,14.054926,1.12
-71.58870006,-40.04571481,0.34,13.347387,1.3
-71.58876201,-40.04574141,0.34,14.062607,1.3
-71.5888228,-40.04576754,0.3,14.746277,1.15
-71.58888476,-40.04579424,0.28,14.009146,1.08
-71.58894651,-40.04582089,0.26,13.306198,1.01
-71.58899492,-40.04584179,0.28,12.607093,1.08
-71.58905345,-40.04586702,0.31,12.607748,1.19
-71.58910745,-40.04589029,0.28,13.310883,1.08
-71.58917323,-40.04591861,0.21,14.71469,0.83
-71.58923638,-40.04594575,0.21,15.417887,0.83
-71.58930586,-40.04597558,0.23,14.7218895,0.9
-71.58936549,-40.04600113,0.23,14.029255,0.9
-71.58941985,-40.04602438,0.21,11.93328,0.83
-71.58946571,-40.04604395,0.19,11.937361,0.75
-71.58952123,-40.04606758,0.18,12.646086,0.72
-71.58957368,-40.04608988,0.16,11.953298,0.65
-71.58962068,-40.04610983,0.21,11.961575,0.83
-71.58967561,-40.04613308,0.31,12.668438,1.19
-71.58973035,-40.0461562,0.34,12.679741,1.3
-71.58978948,-40.04618109,0.36,13.39516,1.37
-71.5898488,-40.04620599,0.36,12.703751,1.37
-71.589897,-40.04622617,0.32,12.005373,1.23
-71.58994721,-40.04624713,0.3,12.719646,1.15
-71.59001204,-40.04627421,0.29,13.419174,1.12
-71.59006786,-40.04629744,0.29,14.155227,1.12
-71.59013612,-40.04632557,0.29,14.91609,1.12
-71.5902044,-40.04635354,0.33,14.924967,1.26
-71.59026326,-40.04637758,0.34,14.227055,1.3
-71.59031397,-40.04639824,0.32,12.814428,1.23
-71.59037653,-40.04642368,0.26,13.533486,1.01
-71.5904258,-40.04644368,0.22,12.115498,0.86
-71.5904857,-40.04646796,0.22,13.546935,0.86
-71.59054412,-40.04649162,0.22,13.551368,0.86
-71.59059316,-40.04651146,0.24,12.844366,0.94
-71.5906594,-40.04653822,0.25,14.273879,0.97
-71.59072148,-40.04656329,0.26,13.567759,1.01
-71.590771,-40.04658328,0.28,12.852151,1.08
-71.59083555,-40.04660932,0.31,13.566496,1.19
-71.59088305,-40.04662848,0.34,12.855518,1.3
-71.59094726,-40.04665441,0.45,14.281993,1.7
-71.59101468,-40.04668163,0.49,14.276062,1.84
-71.59107312,-40.04670524,0.47,12.849832,1.77
-71.59112629,-40.04672673,0.41,12.129635,1.55
-71.59117982,-40.04674837,0.33,12.840422,1.26
-71.59123589,-40.04677106,0.32,14.268219,1.23
-71.59131857,-40.04680449,0.34,16.391142,1.3
-71.59138041,-40.04682963,0.33,14.232005,1.26
-71.59142993,-40.04684992,0.3,12.802001,1.15
-71.59149418,-40.04687627,0.28,13.515213,1.08
-71.59154931,-40.04689889,0.28,13.49898,1.08
-71.59160389,-40.04692133,0.29,13.48883,1.12
-71.59166324,-40.04694576,0.31,13.482083,1.19
-71.5917224,-40.04697012,0.32,14.185352,1.23
-71.59178645,-40.04699653,0.29,14.173659,1.12
-71.59184546,-40.04702088,0.27,13.461128,1.04
-71.59190321,-40.04704474,0.31,13.448831,1.19
-71.59195312,-40.04706536,0.32,12.02679,1.23
-71.59201187,-40.04708967,0.33,14.138507,1.26
-71.59208179,-40.04711859,0.3,15.543565,1.15
-71.59215069,-40.04714708,0.26,14.828453,1.01
-71.59220811,-40.04717086,0.28,14.817007,1.08
-71.59227606,-40.047199,0.28,15.5131855,1.08
-71.59234405,-40.04722714,0.27,14.800887,1.04
-71.59240447,-40.04725216,0.28,14.089565,1.08
-71.59245473,-40.04727296,0.3,13.379738,1.15
-71.59252768,-40.04730319,0.3,15.492026,1.15
-71.59258967,-40.04732887,0.27,13.369248,1.04
-71.59263712,-40.04734845,0.25,12.649925,0.97
-71.59269807,-40.04737353,0.27,14.0498295,1.04
-71.59276654,-40.0474017,0.27,14.751156,1.04
-71.59283358,-40.04742927,0.26,14.746684,1.01
-71.59288503,-40.04745043,0.28,12.6411085,1.08
-71.59293639,-40.04747154,0.3,12.640261,1.15
-71.5929983,-40.04749697,0.31,14.043729,1.19
-71.59306312,-40.04752361,0.31,13.352734,1.19
-71.59311565,-40.04754519,0.29,14.050923,1.12
-71.59318627,-40.04757423,0.32,14.053236,1.23
-71.59324047,-40.04759652,0.44,14.063167,1.66
-71.59330976,-40.047625,0.46,14.062732,1.73
-71.59336616,-40.04764816,0.38,12.664664,1.44
-71.59341293,-40.04766741,0.35,11.260351,1.33
-71.59353099,-40.04771608,1.02,13.381058,3.76
-71.59358249,-40.04773728,1.05,12.6938925,3.87
-71.59364102,-40.04776138,0.98,14.100989,3.62
-71.59371182,-40.04779051,0.72,14.106159,2.67
-71.59376303,-40.04781157,0.43,11.983562,1.62
-71.59380884,-40.04783041,0.34,11.998346,1.3
-71.59386598,-40.04785397,0.3,13.428644,1.15
-71.59392735,-40.04787937,0.29,14.8706665,1.12
-71.59400122,-40.04790997,0.26,15.586991,1.01
-71.59405857,-40.04793375,0.26,13.46583,1.01
-71.59410925,-40.04795476,0.25,12.764529,0.97
-71.59416709,-40.04797877,0.24,13.480849,0.94
-71.59423248,-40.04800591,0.26,15.61922,1.01
-71.59430571,-40.04803633,0.26,14.913309,1.01
-71.59435398,-40.04805638,0.26,12.792445,1.01
-71.59441817,-40.04808307,0.26,15.63733,1.01
-71.59449874,-40.04811657,0.29,16.358276,1.12
-71.5945564,-40.04814054,0.29,14.223652,1.12
-71.59462551,-40.04816929,0.29,14.936291,1.12
-71.59468525,-40.04819413,0.24,14.939755,0.94
-71.59475312,-40.04822235,0.18,15.653655,0.72
-71.59482033,-40.04825029,0.14,15.65777,0.57
-71.59489272,-40.04828042,0.15,14.950361,0.61
-71.59494885,-40.04830377,0.17,13.520261,0.68
-71.59499955,-40.04832486,0.19,12.809314,0.75
-71.59505411,-40.04834759,0.21,12.8143635,0.83
-71.59511757,-40.048374,0.19,14.231403,0.75
-71.59518257,-40.04840098,0.16,13.511109,0.65
-71.59523659,-40.04842338,0.13,12.794307,0.54
-71.5952898,-40.04844544,0.08,12.791126,0.36
-71.5953499,-40.04847036,0.07,14.211733,0.32
-71.59542304,-40.04850069,0.09,17.759533,0.39
-71.59552528,-40.0485431,0.09,21.313744,0.39
-71.59561857,-40.04858182,0.08,20.58986,0.36
-71.59569784,-40.04861474,0.07,17.74739,0.32
-71.59575876,-40.04864005,0.12,14.197517,0.5
-71.59580582,-40.04865961,0.1,11.358008,0.43
-71.59584399,-40.04867548,0.12,9.937762,0.5
-71.59588981,-40.04869452,0.13,10.645838,0.54
-71.59594069,-40.04871569,0.11,12.0626745,0.46
-71.59600515,-40.04874254,0.27,14.898058,1.04
-71.59607258,-40.04877061,0.25,14.893853,0.97
-71.59612926,-40.04879421,0.14,14.180185,0.57
-71.59619311,-40.04882079,0.08,15.594204,0.36
-71.59628295,-40.0488582,0.05,19.131521,0.25
-71.5963632,-40.04889167,0.14,17.714859,0.57
-71.59642646,-40.04891812,0.26,15.590911,1.01
-71.59648911,-40.04894442,0.49,13.459571,1.84
-71.59654117,-40.04896626,0.54,12.749036,2.02
-71.59659456,-40.04898863,0.66,12.745433,2.46
-71.5966496,-40.04901172,0.77,12.744942,2.86
-71.59671102,-40.04903746,0.81,12.742183,3
-71.59676273,-40.04905911,0.63,12.030657,2.35
-71.59680942,-40.04907862,0.4,12.028766,1.52
-71.5968613,-40.04910033,0.35,12.739015,1.33
-71.59692661,-40.04912766,0.42,13.444186,1.59
-71.59698114,-40.04915046,0.49,12.734904,1.84
-71.59703418,-40.0491726,0.44,12.730868,1.66
-71.59708971,-40.04919575,0.35,11.31724,1.33
-71.59713269,-40.04921366,0.28,10.608594,1.08
-71.5971838,-40.04923495,0.25,12.732134,0.97
-71.59725092,-40.04926287,0.21,14.137781,0.83
-71.59730667,-40.04928604,0.21,13.429667,0.83
-71.59736827,-40.04931159,0.18,14.133275,0.72
-71.5974317,-40.04933787,0.19,14.131051,0.75
-71.5974915,-40.0493626,0.2,13.4281025,0.79
-71.59754159,-40.04938332,0.25,11.307151,0.97
-71.59758403,-40.04940092,0.36,10.593286,1.37
-71.59762994,-40.0494199,0.5,12.018013,1.88
-71.59769562,-40.04944687,0.68,14.133385,2.53
-71.59775677,-40.04947189,0.76,14.139156,2.82
-71.59781868,-40.04949718,0.76,14.128248,2.82
-71.59787737,-40.0495211,0.71,13.4245,2.64
-71.59793867,-40.04954606,0.56,13.41619,2.1
-71.597991,-40.04956735,0.4,13.414331,1.52
-71.5980498,-40.04959126,0.33,14.120681,1.26
-71.59811619,-40.04961825,0.34,14.82234,1.3
-71.59818168,-40.04964489,0.42,14.113539,1.59
-71.59823173,-40.04966523,0.51,13.404695,1.91
-71.59829738,-40.0496919,0.51,13.402255,1.91
-71.59834658,-40.04971186,0.34,11.988684,1.3
-71.59838989,-40.04972943,0.22,11.283657,0.86
-71.59843634,-40.04974828,0.18,10.576707,0.72
-71.59848806,-40.04976928,0.16,12.690842,0.65
-71.5985542,-40.04979616,0.15,14.105101,0.61
-71.59861342,-40.04982025,0.17,12.686979,0.68
-71.59867297,-40.04984447,0.22,14.79587,0.86
-71.59873987,-40.0498717,0.3,14.800847,1.15
-71.59879564,-40.0498944,0.38,14.104228,1.44
-71.59886264,-40.04992163,0.45,14.796854,1.7
-71.59892694,-40.04994788,0.51,14.776301,1.91
-71.59898962,-40.04997362,0.56,14.068972,2.1
-71.59904465,-40.04999622,0.56,13.363403,2.1
-71.59910619,-40.05002152,0.55,14.77511,2.06
-71.59917204,-40.05004861,0.6,14.073272,2.24
-71.59922778,-40.05007154,0.68,14.079789,2.53
-71.59928682,-40.05009582,0.66,12.6702175,2.46
-71.59933806,-40.05011689,0.6,11.975001,2.24
-71.59939185,-40.05013904,0.59,12.678991,2.2
-71.59944766,-40.05016205,1.27,12.68558,4.67
-71.59950574,-40.05018598,1.21,14.103946,4.45
-71.59957981,-40.05021644,1.37,14.80488,5.03
-71.59963449,-40.0502389,1.49,13.401929,5.46
-71.59969035,-40.05026184,1.44,13.407362,5.28
-71.59974832,-40.05028563,1.37,13.413607,5.03
-71.59979959,-40.05030662,1.02,12.714337,3.76
-71.59985458,-40.0503291,0.64,12.71782,2.38
-71.59991462,-40.05035367,0.46,12.724886,1.73
-71.59996188,-40.05037302,0.43,12.020846,1.62
-71.60002308,-40.05039806,0.44,14.148188,1.66
-71.60008571,-40.05042378,0.55,13.433437,2.06
-71.60014588,-40.05044843,0.59,14.161614,2.2
-71.60020528,-40.05047255,0.56,12.777752,2.1
-71.60025664,-40.05049335,0.51,12.783108,1.91
-71.60031446,-40.05051676,0.42,12.784432,1.59
-71.60036952,-40.05053904,0.36,12.786762,1.37
-71.60042971,-40.0505634,0.31,13.508295,1.19
-71.60049204,-40.05058865,0.28,14.213165,1.08
-71.6005525,-40.05061314,0.25,14.218632,0.97
-71.6006183,-40.0506398,0.24,14.217497,0.94
